"schedule_id","travel_date","season","is_holiday","day_of_week","is_weekend","origin","destination","distance_km","travel_time_hrs","base_fare_inr","bus_type","total_seats","cost_per_km","fixed_cost_inr","departure_hour","passengers_booked","occupancy_rate","seats_available","fare_multiplier","actual_fare_inr","total_revenue_inr","variable_cost_inr","total_cost_inr","profit_inr","profit_margin_pct","revenue_per_km","cost_per_seat_km","load_factor","delay_occurred","delay_minutes","on_time"
"SCH0475",2024-10-29,"Festive",FALSE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",631,11.47,1020,"Volvo AC Sleeper",36,28,3500,10,35,0.972,1,1.475,1505,52675,17668,21168,31507,59.81,83.48,0.9319,0.972,FALSE,0,TRUE
"SCH0476",2024-10-19,"Festive",FALSE,"Saturday",TRUE,"NAGERCOIL","MADURAI",241,4.38,420,"Volvo AC Semi-Sleeper",40,24,3000,20,40,1,0,1.312,550,22000,5784,8784,13216,60.07,91.29,0.9112,1,FALSE,0,TRUE
"SCH0477",2025-01-13,"Winter",FALSE,"Monday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",630,11.45,1050,"Volvo AC Semi-Sleeper",40,24,3000,18,32,0.8,8,1.273,1335,42720,15120,18120,24600,57.58,67.81,0.719,0.8,FALSE,0,TRUE
"SCH0478",2024-10-31,"Festive",FALSE,"Thursday",FALSE,"CHENNAI KILAMBAKKAM KCBT","SALEM",337,6.13,535,"Volvo AC Sleeper",36,28,3500,19,29,0.806,7,1.258,675,19575,9436,12936,6639,33.92,58.09,1.0663,0.806,FALSE,0,TRUE
"SCH0479",2025-02-13,"Winter",FALSE,"Thursday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",631,11.47,1020,"Volvo AC Semi-Sleeper",40,24,3000,19,36,0.9,4,1.382,1410,50760,15144,18144,32616,64.26,80.44,0.7189,0.9,TRUE,88,FALSE
"SCH0480",2024-12-17,"Winter",FALSE,"Tuesday",FALSE,"NAGERCOIL","TRICHY",395,7.18,650,"Volvo AC Seater",44,20,2500,7,28,0.636,16,1.089,710,19880,7900,10400,9480,47.69,50.33,0.5984,0.636,FALSE,0,TRUE
"SCH0481",2024-10-06,"Festive",FALSE,"Sunday",TRUE,"NAGERCOIL","TIRUNELVELI",84,1.53,145,"Volvo AC Semi-Sleeper",40,24,3000,20,40,1,0,1.488,215,8600,2016,5016,3584,41.67,102.38,1.4929,1,FALSE,0,TRUE
"SCH0482",2024-12-26,"Winter",FALSE,"Thursday",FALSE,"THANJAVUR","TRICHY",77,1.4,120,"Volvo AC Sleeper",36,28,3500,19,26,0.722,10,1.08,130,3380,2156,5656,-2276,-67.34,43.9,2.0404,0.722,TRUE,15,FALSE
"SCH0483",2024-09-23,"Normal",FALSE,"Monday",FALSE,"BENGALURU","CHENNAI KILAMBAKKAM KCBT",346,6.29,680,"Volvo AC Seater",44,20,2500,21,27,0.614,17,1.008,685,18495,6920,9420,9075,49.07,53.45,0.6188,0.614,TRUE,82,FALSE
"SCH0484",2024-12-24,"Winter",FALSE,"Tuesday",FALSE,"NAGERCOIL","TIRUNELVELI",84,1.53,145,"Volvo AC Semi-Sleeper",40,24,3000,17,28,0.7,12,1.113,160,4480,2016,5016,-536,-11.96,53.33,1.4929,0.7,FALSE,0,TRUE
"SCH0485",2025-02-09,"Winter",FALSE,"Sunday",TRUE,"TIRUPPUR","SALEM",132,2.4,210,"Volvo AC Semi-Sleeper",40,24,3000,7,29,0.725,11,1.103,230,6670,3168,6168,502,7.53,50.53,1.1682,0.725,FALSE,0,TRUE
"SCH0486",2024-11-27,"Festive",FALSE,"Wednesday",FALSE,"TIRUCHENDUR","MADURAI",195,3.55,320,"Volvo AC Sleeper",36,28,3500,21,36,1,0,1.498,480,17280,5460,8960,8320,48.15,88.62,1.2764,1,FALSE,0,TRUE
"SCH0487",2025-01-10,"Winter",FALSE,"Friday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",630,11.45,1050,"Volvo AC Semi-Sleeper",40,24,3000,18,29,0.725,11,1.092,1145,33205,15120,18120,15085,45.43,52.71,0.719,0.725,FALSE,0,TRUE
"SCH0488",2025-02-04,"Winter",FALSE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",630,11.45,1050,"Volvo AC Semi-Sleeper",40,24,3000,14,30,0.75,10,1.256,1320,39600,15120,18120,21480,54.24,62.86,0.719,0.75,FALSE,0,TRUE
"SCH0489",2025-02-26,"Winter",TRUE,"Wednesday",FALSE,"NAGERCOIL","MADURAI",241,4.38,420,"Volvo AC Sleeper",36,28,3500,8,30,0.833,6,1.191,500,15000,6748,10248,4752,31.68,62.24,1.1812,0.833,FALSE,0,TRUE
"SCH0490",2025-02-25,"Winter",FALSE,"Tuesday",FALSE,"NAGERCOIL","TRICHY",395,7.18,650,"Volvo AC Sleeper",36,28,3500,5,25,0.694,11,1.103,715,17875,11060,14560,3315,18.55,45.25,1.0239,0.694,FALSE,0,TRUE
"SCH0491",2024-10-18,"Festive",FALSE,"Friday",FALSE,"MADURAI","TRICHY",135,2.45,220,"Volvo AC Semi-Sleeper",40,24,3000,10,32,0.8,8,1.241,275,8800,3240,6240,2560,29.09,65.19,1.1556,0.8,FALSE,0,TRUE
"SCH0492",2025-01-09,"Winter",FALSE,"Thursday",FALSE,"NAGERCOIL","TIRUNELVELI",84,1.53,145,"Volvo AC Sleeper",36,28,3500,20,27,0.75,9,1.211,175,4725,2352,5852,-1127,-23.85,56.25,1.9352,0.75,FALSE,0,TRUE
"SCH0493",2024-10-03,"Festive",FALSE,"Thursday",FALSE,"TIRUNELVELI","MADURAI",175,3.18,280,"Volvo AC Sleeper",36,28,3500,10,26,0.722,10,1.137,320,8320,4900,8400,-80,-0.96,47.54,1.3333,0.722,FALSE,0,TRUE
"SCH0494",2025-02-09,"Winter",FALSE,"Sunday",TRUE,"TIRUNELVELI","MADURAI",175,3.18,280,"Volvo AC Semi-Sleeper",40,24,3000,22,28,0.7,12,1.007,280,7840,4200,7200,640,8.16,44.8,1.0286,0.7,FALSE,0,TRUE
"SCH0495",2024-11-05,"Festive",FALSE,"Tuesday",FALSE,"TIRUCHENDUR","MADURAI",195,3.55,320,"Volvo AC Seater",44,20,2500,18,35,0.795,9,1.173,375,13125,3900,6400,6725,51.24,67.31,0.7459,0.795,FALSE,0,TRUE
"SCH0496",2024-11-03,"Festive",FALSE,"Sunday",TRUE,"CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",480,8.73,750,"Volvo AC Semi-Sleeper",40,24,3000,17,35,0.875,5,1.238,930,32550,11520,14520,18030,55.39,67.81,0.7562,0.875,FALSE,0,TRUE
"SCH0497",2025-02-15,"Winter",FALSE,"Saturday",TRUE,"NAGERCOIL","MADURAI",241,4.38,420,"Volvo AC Semi-Sleeper",40,24,3000,5,32,0.8,8,1.183,495,15840,5784,8784,7056,44.55,65.73,0.9112,0.8,FALSE,0,TRUE
"SCH0498",2024-09-20,"Normal",FALSE,"Friday",FALSE,"NAGERCOIL","TIRUNELVELI",84,1.53,145,"Volvo AC Semi-Sleeper",40,24,3000,18,30,0.75,10,1.157,170,5100,2016,5016,84,1.65,60.71,1.4929,0.75,TRUE,46,FALSE
"SCH0499",2024-11-17,"Festive",FALSE,"Sunday",TRUE,"CHENNAI KILAMBAKKAM KCBT","THANJAVUR",347,6.31,545,"Volvo AC Semi-Sleeper",40,24,3000,21,34,0.85,6,1.287,700,23800,8328,11328,12472,52.4,68.59,0.8161,0.85,FALSE,0,TRUE
"SCH0500",2025-01-31,"Winter",FALSE,"Friday",FALSE,"BENGALURU","CHENNAI KILAMBAKKAM KCBT",346,6.29,680,"Volvo AC Semi-Sleeper",40,24,3000,20,30,0.75,10,1.281,870,26100,8304,11304,14796,56.69,75.43,0.8168,0.75,FALSE,0,TRUE
